episode:7520, reward: -100, mean reward: 8.36, score: 835.6840581809425, epsilon: 0.0500003489447409, total steps: 441176
episode:14722, reward: -12.014032927124425, mean reward: -5.83, score: -203.93669461086253, epsilon: 0.05000000000291296, total steps: 791981
episode:14723, reward: -11.838511234947372, mean reward: -2.78, score: -200.2286374247911, epsilon: 0.05000000000290598, total steps: 792053
episode:14724, reward: -100, mean reward: -0.23, score: -8.302566127901272, epsilon: 0.050000000002902494, total steps: 792089
episode:14725, reward: -10.72038305763683, mean reward: -9.82, score: -206.202135499578, epsilon: 0.05000000000290046, total steps: 792110
episode:14726, reward: -100, mean reward: -0.54, score: -26.4201627609949, epsilon: 0.05000000000289573, total steps: 792159
episode:14727, reward: -8.352953376166452, mean reward: -5.56, score: -205.57650656204973, epsilon: 0.05000000000289216, total steps: 792196
episode:14728, reward: -12.649299442375451, mean reward: -10.55, score: -200.37857077877, epsilon: 0.05000000000289033, total steps: 792215
episode:14729, reward: -11.950710351002693, mean reward: -10.25, score: -204.9754308354603, epsilon: 0.0500000000028884, total steps: 792235
episode:14730, reward: -16.444469701510506, mean reward: -16.61, score: -215.94861401683258, epsilon: 0.05000000000288715, total steps: 792248
episode:14731, reward: -100, mean reward: -3.11, score: -232.9137741569493, epsilon: 0.05000000000287994, total steps: 792323
episode:14732, reward: -14.012505213605312, mean reward: -10.09, score: -201.8357873286681, epsilon: 0.05000000000287802, total steps: 792343
episode:14733, reward: -10.775758551467488, mean reward: -9.49, score: -208.8221653227817, epsilon: 0.05000000000287591, total steps: 792365
episode:14734, reward: -9.728600151621443, mean reward: -5.75, score: -201.14312687652793, epsilon: 0.05000000000287256, total steps: 792400
episode:14735, reward: -100, mean reward: -0.11, score: -3.8787359197980606, epsilon: 0.05000000000286911, total steps: 792436
episode:14736, reward: -8.429849936402235, mean reward: -5.9, score: -200.5229798571345, epsilon: 0.05000000000286586, total steps: 792470
episode:14737, reward: -9.670150597517216, mean reward: -5.39, score: -204.7121688301739, epsilon: 0.050000000002862234, total steps: 792508
episode:14738, reward: -100, mean reward: 72.24, score: 2672.8665986770234, epsilon: 0.05000000000285871, total steps: 792545
episode:14739, reward: -12.469824240173116, mean reward: -5.47, score: -207.9501327355478, epsilon: 0.05000000000285509, total steps: 792583
episode:14740, reward: -9.760761343672051, mean reward: -5.31, score: -207.2402872892373, epsilon: 0.05000000000285138, total steps: 792622
episode:14741, reward: -11.902852792282612, mean reward: -8.31, score: -207.79697320909955, epsilon: 0.050000000002849, total steps: 792647
episode:14742, reward: -14.002820753892113, mean reward: -2.56, score: -210.21118857191135, epsilon: 0.05000000000284123, total steps: 792729
episode:14743, reward: -9.32835166087851, mean reward: -2.39, score: -202.84343635630074, epsilon: 0.05000000000283319, total steps: 792814
episode:14744, reward: -12.305698144466296, mean reward: -5.4, score: -210.42498552164272, epsilon: 0.05000000000282951, total steps: 792853
episode:14745, reward: -100, mean reward: 76.0, score: 3495.834271773487, epsilon: 0.05000000000282517, total steps: 792899
episode:14746, reward: -11.141882190424544, mean reward: -5.6, score: -201.47506962761486, epsilon: 0.05000000000282179, total steps: 792935
episode:14747, reward: -16.296172412886918, mean reward: -6.77, score: -209.96630574321767, epsilon: 0.05000000000281887, total steps: 792966
episode:14748, reward: -13.584665857130773, mean reward: -10.05, score: -200.93662588766256, epsilon: 0.05000000000281699, total steps: 792986
episode:14749, reward: -16.017681033534082, mean reward: -15.46, score: -200.97485283943402, epsilon: 0.05000000000281577, total steps: 792999
episode:14750, reward: -14.848774733413034, mean reward: -11.67, score: -210.00723188033018, epsilon: 0.050000000002814085, total steps: 793017
episode:14751, reward: -13.258239870152844, mean reward: -10.88, score: -206.73838011011975, epsilon: 0.0500000000028123, total steps: 793036
episode:14752, reward: -100, mean reward: -0.85, score: -42.591818917169896, epsilon: 0.05000000000280762, total steps: 793086
episode:14753, reward: -19.30249113299334, mean reward: -15.15, score: -212.15227196358651, epsilon: 0.05000000000280631, total steps: 793100
episode:14754, reward: -16.016568776118586, mean reward: -2.98, score: -208.57605533985645, epsilon: 0.05000000000279977, total steps: 793170
episode:14755, reward: -18.689227923584927, mean reward: -3.3, score: -217.48209814904902, epsilon: 0.050000000002793615, total steps: 793236
episode:14756, reward: -13.203139516117364, mean reward: -2.57, score: -208.01571209744068, epsilon: 0.05000000000278608, total steps: 793317
episode:14757, reward: -19.16665735165318, mean reward: -14.01, score: -210.16972836375834, epsilon: 0.05000000000278469, total steps: 793332
episode:14758, reward: -10.190072355399849, mean reward: -2.79, score: -200.8015600673364, epsilon: 0.05000000000277802, total steps: 793404
episode:14759, reward: -13.96938990392898, mean reward: -8.71, score: -208.98133915075874, epsilon: 0.050000000002775796, total steps: 793428
episode:14760, reward: -16.01901342269367, mean reward: -13.61, score: -204.10924364613155, epsilon: 0.05000000000277441, total steps: 793443
episode:14761, reward: -11.124454685462771, mean reward: -8.02, score: -208.58172408159513, epsilon: 0.050000000002772, total steps: 793469
episode:14762, reward: -100, mean reward: 46.0, score: 2484.134579040586, epsilon: 0.05000000000276702, total steps: 793523
episode:14763, reward: -11.976243461457562, mean reward: -2.14, score: -201.17629089416968, epsilon: 0.05000000000275836, total steps: 793617
episode:14764, reward: -100, mean reward: 69.62, score: 5082.352557626368, epsilon: 0.050000000002751656, total steps: 793690
episode:14765, reward: -11.903446659846187, mean reward: -2.49, score: -209.06589681847558, epsilon: 0.05000000000274396, total steps: 793774
episode:14766, reward: -100, mean reward: -3.6, score: -240.8859444665798, epsilon: 0.05000000000273784, total steps: 793841
episode:14767, reward: -13.667277455155403, mean reward: -10.58, score: -211.60300427134652, epsilon: 0.050000000002736016, total steps: 793861
episode:14768, reward: -13.42543222707773, mean reward: -4.82, score: -202.47288911645467, epsilon: 0.05000000000273219, total steps: 793903
episode:14769, reward: -14.213270557742975, mean reward: -9.7, score: -213.35412170762055, epsilon: 0.05000000000273019, total steps: 793925
episode:14770, reward: -19.414497102299208, mean reward: -17.06, score: -204.7179759931612, epsilon: 0.0500000000027291, total steps: 793937
episode:14771, reward: -100, mean reward: 1.0, score: 140.7131833821254, epsilon: 0.050000000002716295, total steps: 794078
episode:14772, reward: -11.156185570033676, mean reward: -5.37, score: -209.4564232753287, epsilon: 0.05000000000271277, total steps: 794117
episode:14773, reward: -11.3346742868462, mean reward: -5.42, score: -200.68588057290083, epsilon: 0.050000000002709426, total steps: 794154
episode:14774, reward: -14.141255962169044, mean reward: -10.99, score: -208.86815152713154, epsilon: 0.05000000000270771, total steps: 794173
episode:14775, reward: -11.934501567191122, mean reward: -9.04, score: -207.81595734838066, epsilon: 0.05000000000270564, total steps: 794196
episode:14776, reward: -100, mean reward: -3.06, score: -229.15447495943928, epsilon: 0.05000000000269888, total steps: 794271
episode:14777, reward: -100, mean reward: -1.5, score: -103.15617517347594, epsilon: 0.05000000000269268, total steps: 794340
episode:14778, reward: -18.284709743033662, mean reward: -12.89, score: -206.2222256671774, epsilon: 0.050000000002691246, total steps: 794356
episode:14779, reward: -14.3065283384836, mean reward: -9.69, score: -213.07836321579433, epsilon: 0.05000000000268927, total steps: 794378
episode:14780, reward: -100, mean reward: 53.55, score: 3212.8806151362364, epsilon: 0.0500000000026839, total steps: 794438
episode:14781, reward: -10.74731316656848, mean reward: -5.91, score: -206.98393358218797, epsilon: 0.05000000000268077, total steps: 794473
episode:14782, reward: -17.72644627914705, mean reward: -16.3, score: -211.84564322006284, epsilon: 0.05000000000267961, total steps: 794486
episode:14783, reward: -8.962093167515542, mean reward: -4.65, score: -204.58449663387896, epsilon: 0.05000000000267568, total steps: 794530
episode:14784, reward: -8.789306423547076, mean reward: -5.41, score: -205.4448102422261, epsilon: 0.05000000000267229, total steps: 794568
episode:14785, reward: -100, mean reward: -0.12, score: -4.31169582852219, epsilon: 0.05000000000266917, total steps: 794603
episode:14786, reward: -10.776279702277021, mean reward: -5.94, score: -202.00229631082263, epsilon: 0.050000000002666155, total steps: 794637
episode:14787, reward: -100, mean reward: -0.77, score: -40.887963534580216, epsilon: 0.05000000000266145, total steps: 794690
episode:14788, reward: -11.432568974205836, mean reward: -10.79, score: -205.091820823452, epsilon: 0.050000000002659764, total steps: 794709
episode:14789, reward: -100, mean reward: 48.22, score: 2507.4431844867213, epsilon: 0.05000000000265516, total steps: 794761
episode:14790, reward: -100, mean reward: -1.44, score: -67.87689844079188, epsilon: 0.050000000002651, total steps: 794808
episode:14791, reward: -15.691204223210086, mean reward: -13.55, score: -203.24157260760333, epsilon: 0.050000000002649675, total steps: 794823
episode:14792, reward: -11.953443019673884, mean reward: -4.85, score: -208.4228017070929, epsilon: 0.05000000000264588, total steps: 794866
episode:14793, reward: -16.020431664589438, mean reward: -11.34, score: -215.42635403727567, epsilon: 0.0500000000026442, total steps: 794885
episode:14794, reward: -10.170166897967325, mean reward: -5.15, score: -205.87148927478495, epsilon: 0.05000000000264068, total steps: 794925
episode:14795, reward: -9.145148504387464, mean reward: -2.66, score: -207.12690774337204, epsilon: 0.050000000002633826, total steps: 795003
episode:14796, reward: -10.368054128181349, mean reward: -5.63, score: -208.48507812028407, epsilon: 0.05000000000263058, total steps: 795040
episode:14797, reward: -11.410142446324173, mean reward: -9.14, score: -201.09160661696035, epsilon: 0.05000000000262865, total steps: 795062
episode:14798, reward: -100, mean reward: 55.61, score: 3169.5368173549514, epsilon: 0.05000000000262366, total steps: 795119
episode:14799, reward: -19.263293884953015, mean reward: -17.35, score: -208.23228327811088, epsilon: 0.050000000002622606, total steps: 795131
episode:14800, reward: -15.443982414633625, mean reward: -9.86, score: -207.07503497312481, epsilon: 0.050000000002620774, total steps: 795152
episode:14801, reward: -100, mean reward: 48.92, score: 3424.334206611717, epsilon: 0.05000000000261467, total steps: 795222
episode:14802, reward: -19.04162502997571, mean reward: -14.33, score: -200.56274927593145, epsilon: 0.05000000000261345, total steps: 795236
episode:14803, reward: -11.51385706805798, mean reward: -5.8, score: -203.0719201133969, epsilon: 0.0500000000026104, total steps: 795271
episode:14804, reward: -10.68299190854732, mean reward: -2.88, score: -204.53383594527298, epsilon: 0.05000000000260423, total steps: 795342
episode:14805, reward: -100, mean reward: -0.11, score: -4.4572684068079695, epsilon: 0.050000000002600756, total steps: 795382
episode:14806, reward: -100, mean reward: -3.23, score: -229.52546858645877, epsilon: 0.05000000000259461, total steps: 795453
episode:14807, reward: -9.391605591579046, mean reward: -5.6, score: -207.04122051533307, epsilon: 0.050000000002591416, total steps: 795490
episode:14808, reward: -16.025015909500627, mean reward: -14.26, score: -213.95841478787392, epsilon: 0.05000000000259012, total steps: 795505
episode:14809, reward: -9.906060550717624, mean reward: -2.66, score: -207.1039228693158, epsilon: 0.050000000002583395, total steps: 795583
episode:14810, reward: -14.653392647167223, mean reward: -9.77, score: -205.21021377228027, epsilon: 0.050000000002581584, total steps: 795604
episode:14811, reward: -16.562297244806395, mean reward: 2.58, score: 1291.9855652999263, epsilon: 0.05000000000253883, total steps: 796105
episode:14812, reward: -12.009785886347313, mean reward: -5.56, score: -200.03217188860046, epsilon: 0.05000000000253579, total steps: 796141
episode:14813, reward: -7.374496210324471, mean reward: -2.26, score: -203.1285100475961, epsilon: 0.05000000000252819, total steps: 796231
episode:14814, reward: -100, mean reward: -3.12, score: -239.88784690561164, epsilon: 0.05000000000252171, total steps: 796308
episode:14815, reward: -11.624424617842434, mean reward: 6.04, score: 3024.511532164978, epsilon: 0.05000000000247994, total steps: 796809
episode:14816, reward: -9.428358982628895, mean reward: -5.7, score: -205.27600504072493, epsilon: 0.05000000000247697, total steps: 796845
episode:14817, reward: -10.60638576519156, mean reward: -6.05, score: -205.5783333273622, epsilon: 0.05000000000247416, total steps: 796879
episode:14818, reward: -12.745326514596513, mean reward: -10.02, score: -200.4593995662376, epsilon: 0.05000000000247252, total steps: 796899
episode:14819, reward: -7.97943191415711, mean reward: -2.34, score: -201.15231468378457, epsilon: 0.05000000000246544, total steps: 796985
episode:14820, reward: -8.699628454132245, mean reward: -5.27, score: -200.2051751947266, epsilon: 0.05000000000246232, total steps: 797023
episode:14821, reward: -13.317951298261626, mean reward: -5.1, score: -204.15896667774734, epsilon: 0.050000000002459036, total steps: 797063
episode:14822, reward: -12.86826624865259, mean reward: -5.68, score: -204.61106767309525, epsilon: 0.05000000000245609, total steps: 797099
episode:14823, reward: -14.831860600165909, mean reward: -6.19, score: -210.29800036391725, epsilon: 0.050000000002453304, total steps: 797133
episode:14824, reward: -100, mean reward: -1.32, score: -60.67786899524184, epsilon: 0.05000000000244955, total steps: 797179
episode:14825, reward: -13.912173926734036, mean reward: -5.18, score: -207.0960042589103, epsilon: 0.05000000000244628, total steps: 797219
episode:14826, reward: -12.28711549001209, mean reward: -2.51, score: -205.53526847645483, epsilon: 0.05000000000243961, total steps: 797301
episode:14827, reward: -7.8765184850483605, mean reward: -2.15, score: -200.08167385616386, epsilon: 0.05000000000243206, total steps: 797394
episode:14828, reward: -10.847307587341295, mean reward: -2.47, score: -200.04950913589374, epsilon: 0.0500000000024255, total steps: 797475
episode:14829, reward: -13.619666120678541, mean reward: -2.19, score: -205.77058188046107, epsilon: 0.05000000000241791, total steps: 797569
episode:14830, reward: -8.750248541177717, mean reward: -2.1, score: -205.33388869264047, epsilon: 0.050000000002410026, total steps: 797667
episode:14831, reward: -8.79528864421685, mean reward: -1.92, score: -203.6330721693693, epsilon: 0.050000000002401526, total steps: 797773
episode:14832, reward: -11.140046925930786, mean reward: -3.18, score: -209.92622040167686, epsilon: 0.050000000002396246, total steps: 797839
episode:14833, reward: -100, mean reward: 81.34, score: 5368.182863791896, epsilon: 0.05000000000239098, total steps: 797905
episode:14834, reward: -10.651595496169119, mean reward: -5.82, score: -203.58320070853335, epsilon: 0.05000000000238819, total steps: 797940
episode:14835, reward: -100, mean reward: -1.65, score: -210.60732024176397, epsilon: 0.050000000002378024, total steps: 798068
episode:14836, reward: -19.128912197252674, mean reward: -16.4, score: -213.15291242606077, epsilon: 0.050000000002377, total steps: 798081
episode:14837, reward: -9.640742830756388, mean reward: -2.65, score: -206.73207262617413, epsilon: 0.05000000000237082, total steps: 798159
episode:14838, reward: -12.942407090228537, mean reward: -4.01, score: -212.34014103423172, epsilon: 0.05000000000236664, total steps: 798212
episode:14839, reward: -8.202315918513358, mean reward: -5.51, score: -203.87519841757282, epsilon: 0.05000000000236372, total steps: 798249
episode:14840, reward: -12.367703298192298, mean reward: -2.34, score: -210.30503795748834, epsilon: 0.05000000000235664, total steps: 798339
episode:14841, reward: -18.544617960187654, mean reward: -13.53, score: -202.9895727646028, epsilon: 0.05000000000235546, total steps: 798354
episode:14842, reward: -17.270840216706016, mean reward: -1.01, score: -216.53202541841415, epsilon: 0.05000000000233872, total steps: 798568
episode:14843, reward: -12.424147770810867, mean reward: -9.32, score: -205.12787899583867, epsilon: 0.050000000002337, total steps: 798590
episode:14844, reward: -11.847206240589887, mean reward: -9.69, score: -203.54470965432594, epsilon: 0.05000000000233537, total steps: 798611
episode:14845, reward: -6.496326708767015, mean reward: -2.25, score: -205.1693565802295, epsilon: 0.05000000000232829, total steps: 798702
episode:14846, reward: -100, mean reward: -1.81, score: -99.63314920826446, epsilon: 0.05000000000232403, total steps: 798757
episode:14847, reward: -100, mean reward: -1.81, score: -101.12432161416848, epsilon: 0.050000000002319696, total steps: 798813
episode:14848, reward: -18.878412263724126, mean reward: -16.65, score: -216.48723163086336, epsilon: 0.05000000000231869, total steps: 798826
episode:14849, reward: -8.871113297928208, mean reward: -3.51, score: -203.53270556032896, epsilon: 0.050000000002314214, total steps: 798884
episode:14850, reward: -100, mean reward: -2.44, score: -222.4322246114267, epsilon: 0.050000000002307206, total steps: 798975
episode:14851, reward: -8.59436439695691, mean reward: -5.81, score: -203.21738871575369, epsilon: 0.050000000002304514, total steps: 799010
episode:14852, reward: -14.304611642194685, mean reward: -10.72, score: -203.66937328371424, epsilon: 0.050000000002303056, total steps: 799029
episode:14853, reward: -11.537338159031107, mean reward: -9.2, score: -202.3292575681312, epsilon: 0.05000000000230137, total steps: 799051
episode:14854, reward: -11.67830226582243, mean reward: -10.11, score: -202.2933463239233, epsilon: 0.05000000000229984, total steps: 799071
episode:14855, reward: -15.824052365767256, mean reward: -10.69, score: -203.1067324072954, epsilon: 0.05000000000229838, total steps: 799090
episode:14856, reward: -10.292385700076547, mean reward: -5.15, score: -206.19867471553448, epsilon: 0.05000000000229531, total steps: 799130
episode:14857, reward: -15.211450703565873, mean reward: -10.5, score: -209.97454294216587, epsilon: 0.050000000002293786, total steps: 799150
episode:14858, reward: -15.237203779057706, mean reward: -5.58, score: -200.72614910391943, epsilon: 0.05000000000229103, total steps: 799186
episode:14859, reward: -13.821958701512436, mean reward: -10.45, score: -209.0452873770641, epsilon: 0.050000000002289505, total steps: 799206
episode:14860, reward: -100, mean reward: -6.43, score: -89.9600055282093, epsilon: 0.050000000002288436, total steps: 799220
episode:14861, reward: -11.405324814591081, mean reward: -5.67, score: -209.91909269663398, epsilon: 0.05000000000228562, total steps: 799257
episode:14862, reward: -14.67038464979141, mean reward: -10.74, score: -204.06346899166573, epsilon: 0.05000000000228417, total steps: 799276
episode:14863, reward: -10.824895046918225, mean reward: -2.1, score: -205.98356841237407, epsilon: 0.05000000000227672, total steps: 799374
episode:14864, reward: -9.591407611388554, mean reward: -3.15, score: -204.69293393855955, epsilon: 0.0500000000022718, total steps: 799439
episode:14865, reward: -100, mean reward: 48.22, score: 3037.806243339221, epsilon: 0.05000000000226703, total steps: 799502
episode:14866, reward: -15.82930940138182, mean reward: -16.53, score: -214.82500346758934, epsilon: 0.050000000002266044, total steps: 799515
episode:14867, reward: -11.496436758300858, mean reward: -10.65, score: -202.41300884340126, epsilon: 0.050000000002264615, total steps: 799534
episode:14868, reward: -15.800223121500995, mean reward: -16.38, score: -212.88265269136295, epsilon: 0.05000000000226363, total steps: 799547
episode:14869, reward: -15.910069946060515, mean reward: -11.65, score: -209.7183122808981, epsilon: 0.050000000002262276, total steps: 799565
episode:14870, reward: -8.714421831764845, mean reward: -5.21, score: -203.17172072162865, epsilon: 0.050000000002259334, total steps: 799604
episode:14871, reward: -11.750980399198193, mean reward: -5.05, score: -201.83166261837715, epsilon: 0.05000000000225632, total steps: 799644
episode:14872, reward: -100, mean reward: 0.05, score: 1.9771072750681924, epsilon: 0.050000000002253464, total steps: 799682
episode:14873, reward: -13.942633941616734, mean reward: -11.77, score: -211.77375818684914, epsilon: 0.05000000000225212, total steps: 799700
episode:14874, reward: -12.895767370451162, mean reward: -5.76, score: -207.4175227485673, epsilon: 0.05000000000224941, total steps: 799736
episode:14875, reward: -9.096264161909998, mean reward: -1.48, score: -201.7485228480503, epsilon: 0.05000000000223924, total steps: 799872
episode:14876, reward: -11.553684724826924, mean reward: -9.0, score: -206.91658846797222, epsilon: 0.050000000002237525, total steps: 799895
episode:14877, reward: -11.863070856555808, mean reward: -9.17, score: -201.6561553129584, epsilon: 0.05000000000223588, total steps: 799917
episode:14878, reward: -9.674225368614849, mean reward: -2.79, score: -203.49893459413684, epsilon: 0.05000000000223045, total steps: 799990
episode:14879, reward: -8.898441635521804, mean reward: -2.11, score: -200.26065378050657, epsilon: 0.0500000000022234, total steps: 800085
episode:14880, reward: -11.326019554175724, mean reward: -5.66, score: -203.76885263124458, epsilon: 0.05000000000222073, total steps: 800121
episode:14881, reward: -13.804772313867574, mean reward: -10.69, score: -203.16147764684945, epsilon: 0.050000000002219325, total steps: 800140
episode:14882, reward: -15.522238654414512, mean reward: -4.08, score: -212.14880795295272, epsilon: 0.05000000000221548, total steps: 800192
episode:14883, reward: -18.224652530842025, mean reward: -7.61, score: -205.48069753728885, epsilon: 0.05000000000221349, total steps: 800219
episode:14884, reward: -8.879844397993228, mean reward: -5.59, score: -206.7460601552498, epsilon: 0.05000000000221076, total steps: 800256
episode:14885, reward: -18.63864919056575, mean reward: -14.48, score: -202.65545827032278, epsilon: 0.05000000000220973, total steps: 800270
episode:14886, reward: -10.12444674227042, mean reward: -1.92, score: -209.6377123924765, epsilon: 0.050000000002201714, total steps: 800379
episode:14887, reward: -11.57300892566655, mean reward: -10.06, score: -211.29433118464996, epsilon: 0.05000000000220017, total steps: 800400
episode:14888, reward: -14.97748960894612, mean reward: -11.14, score: -211.7523511991088, epsilon: 0.05000000000219878, total steps: 800419
episode:14889, reward: -100, mean reward: -0.11, score: -4.39478199785087, epsilon: 0.05000000000219585, total steps: 800459
episode:14890, reward: 8.450768377504264, mean reward: 4.69, score: 2347.58685729018, epsilon: 0.050000000002159484, total steps: 800960
episode:14891, reward: -8.714470297029173, mean reward: -1.87, score: -203.2973576557702, epsilon: 0.05000000000215166, total steps: 801069
episode:14892, reward: -100, mean reward: -1.41, score: -140.78902270029843, epsilon: 0.050000000002144496, total steps: 801169
episode:14893, reward: -11.652202213784658, mean reward: -10.77, score: -204.62699709375883, epsilon: 0.050000000002143136, total steps: 801188
episode:14894, reward: -9.435475745537063, mean reward: -2.28, score: -202.6371107073395, epsilon: 0.05000000000213679, total steps: 801277
episode:14895, reward: -9.445024859216142, mean reward: -1.5, score: -207.84048827424346, epsilon: 0.05000000000212691, total steps: 801416
episode:14896, reward: -11.566600081183617, mean reward: -10.23, score: -204.620713575622, epsilon: 0.05000000000212549, total steps: 801436
episode:14897, reward: -6.498891643356823, mean reward: -1.19, score: -205.0901984452726, epsilon: 0.05000000000211327, total steps: 801609
episode:14898, reward: -10.401770619343306, mean reward: -1.24, score: -201.48963075834786, epsilon: 0.05000000000210182, total steps: 801772
episode:14899, reward: -10.65633857761565, mean reward: -5.51, score: -209.4336028197997, epsilon: 0.05000000000209916, total steps: 801810
episode:14900, reward: -9.342823186850351, mean reward: -2.01, score: -208.81364750138803, epsilon: 0.05000000000209189, total steps: 801914
episode:14901, reward: -15.922023177237007, mean reward: -15.46, score: -200.92239565044892, epsilon: 0.05000000000209099, total steps: 801927
episode:14902, reward: -13.862763238358669, mean reward: -9.34, score: -205.39970358174696, epsilon: 0.050000000002089456, total steps: 801949
episode:14903, reward: -100, mean reward: -1.67, score: -98.80549962699209, epsilon: 0.05000000000208535, total steps: 802008
episode:14904, reward: -16.24672594449868, mean reward: -6.56, score: -209.7806021822758, epsilon: 0.05000000000208313, total steps: 802040
episode:14905, reward: -13.057929275988876, mean reward: -8.76, score: -201.42591174823278, epsilon: 0.05000000000208153, total steps: 802063
episode:14906, reward: -15.402622961286928, mean reward: -16.82, score: -201.78382576892227, epsilon: 0.0500000000020807, total steps: 802075
episode:14907, reward: -10.755975812349824, mean reward: -2.23, score: -203.07370023856842, epsilon: 0.0500000000020744, total steps: 802166
episode:14908, reward: -6.725605810054437, mean reward: -2.17, score: -204.26652344348807, epsilon: 0.050000000002067904, total steps: 802260
episode:14909, reward: -12.75463177308033, mean reward: -5.7, score: -210.75367477774805, epsilon: 0.05000000000206536, total steps: 802297
episode:14910, reward: -100, mean reward: 44.2, score: 3536.2734040732676, epsilon: 0.050000000002059855, total steps: 802377
episode:14911, reward: -100, mean reward: -3.4, score: -248.12185391964567, epsilon: 0.05000000000205485, total steps: 802450
episode:14912, reward: -100.00036539517986, mean reward: -26.19, score: -157.12125132725794, epsilon: 0.05000000000205444, total steps: 802456
episode:14913, reward: -13.814140719823405, mean reward: -10.86, score: -206.28070797563944, epsilon: 0.05000000000205314, total steps: 802475
episode:14914, reward: -100, mean reward: -1.72, score: -103.14324744305023, epsilon: 0.05000000000204904, total steps: 802535
episode:14915, reward: -13.87123817061351, mean reward: -10.48, score: -209.51956892934805, epsilon: 0.05000000000204767, total steps: 802555
episode:14916, reward: -18.724773260708567, mean reward: -14.26, score: -213.8676001068315, epsilon: 0.05000000000204665, total steps: 802570
episode:14917, reward: -8.549303514107306, mean reward: -5.04, score: -201.543394410236, epsilon: 0.05000000000204392, total steps: 802610
episode:14918, reward: -100, mean reward: -1.43, score: -94.27742795736931, epsilon: 0.05000000000203943, total steps: 802676
episode:14919, reward: -11.65256943873928, mean reward: -11.42, score: -205.57660256432203, epsilon: 0.050000000002038206, total steps: 802694
episode:14920, reward: -14.371350946825162, mean reward: -2.66, score: -205.10500074303462, epsilon: 0.05000000000203298, total steps: 802771
episode:14921, reward: -9.377094513309963, mean reward: -2.22, score: -204.4150175355376, epsilon: 0.05000000000202676, total steps: 802863
episode:14922, reward: -12.271274653504854, mean reward: -1.62, score: -201.44669903426683, epsilon: 0.050000000002018395, total steps: 802987
episode:14923, reward: -18.70208940325291, mean reward: -7.05, score: -211.35887088614203, epsilon: 0.05000000000201638, total steps: 803017
episode:14924, reward: -13.820245247634263, mean reward: -11.13, score: -211.48201291956758, epsilon: 0.050000000002015106, total steps: 803036
episode:14925, reward: -7.323305038058884, mean reward: -2.22, score: -204.17687110629726, epsilon: 0.05000000000200893, total steps: 803128
episode:14926, reward: -15.991118984278936, mean reward: -2.78, score: -208.40695952636975, epsilon: 0.050000000002003914, total steps: 803203
episode:14927, reward: -100, mean reward: -1.72, score: -92.63869781248474, epsilon: 0.05000000000200031, total steps: 803257
episode:14928, reward: -11.709793257493107, mean reward: -10.63, score: -202.0034720992476, epsilon: 0.05000000000199905, total steps: 803276
episode:14929, reward: -10.00712697343511, mean reward: -12.58, score: -201.3325581381488, epsilon: 0.05000000000199798, total steps: 803292
episode:14930, reward: -12.1581034120952, mean reward: -3.03, score: -206.03123771594133, epsilon: 0.05000000000199346, total steps: 803360
episode:14931, reward: -9.733497101405252, mean reward: -1.91, score: -202.8150535605745, epsilon: 0.05000000000198643, total steps: 803466
episode:14932, reward: -13.943784472600598, mean reward: -11.8, score: -212.43442342780378, epsilon: 0.050000000001985234, total steps: 803484
episode:14933, reward: -11.716445541259802, mean reward: -9.91, score: -208.02148144967828, epsilon: 0.050000000001983846, total steps: 803505
episode:14934, reward: -13.358374276934217, mean reward: -2.28, score: -205.18892298341092, epsilon: 0.0500000000019779, total steps: 803595
episode:14935, reward: 5.388095904991743, mean reward: 1.76, score: 880.9197925051221, epsilon: 0.05000000000194515, total steps: 804096
episode:14936, reward: -100, mean reward: -1.31, score: -80.1815282844204, epsilon: 0.05000000000194119, total steps: 804157
episode:14937, reward: -10.5470925345259, mean reward: -2.8, score: -204.1551881762109, epsilon: 0.050000000001936475, total steps: 804230
episode:14938, reward: -100, mean reward: -0.9, score: -57.39542428964339, epsilon: 0.05000000000193235, total steps: 804294
episode:14939, reward: -10.436308777838612, mean reward: -6.08, score: -206.8466735210761, epsilon: 0.05000000000193016, total steps: 804328
episode:14940, reward: -8.640523836175502, mean reward: -2.28, score: -202.82099483533162, epsilon: 0.05000000000192444, total steps: 804417
episode:14941, reward: -9.233821284040555, mean reward: -5.16, score: -201.34843901081146, epsilon: 0.050000000001921945, total steps: 804456
episode:14942, reward: 3.1683055385263406, mean reward: 5.14, score: 2572.923911685337, epsilon: 0.050000000001890116, total steps: 804957
episode:14943, reward: -8.754484929599768, mean reward: -2.67, score: -200.31640926097649, epsilon: 0.0500000000018854, total steps: 805032
episode:14944, reward: -10.20212025399512, mean reward: -5.61, score: -201.96970250507067, epsilon: 0.050000000001883135, total steps: 805068
episode:14945, reward: -19.15212211468096, mean reward: -14.58, score: -218.72634559415388, epsilon: 0.05000000000188219, total steps: 805083
episode:14946, reward: -100, mean reward: -3.36, score: -238.55113402469905, epsilon: 0.050000000001877744, total steps: 805154
episode:14947, reward: -7.881790943134301, mean reward: -2.7, score: -202.66184474624447, epsilon: 0.05000000000187305, total steps: 805229
episode:14948, reward: -100, mean reward: -0.18, score: -7.0630975771031785, epsilon: 0.050000000001870555, total steps: 805269
episode:14949, reward: -11.360790489470029, mean reward: -5.56, score: -205.7773260491227, epsilon: 0.05000000000186825, total steps: 805306
episode:14950, reward: -15.595246119894773, mean reward: -11.33, score: -203.88470613483602, epsilon: 0.050000000001867134, total steps: 805324
